street_number,actual_street_name,Suburb,Borough,County,london_region,region,year,tenure_type,leasehold_unexpired_term,value,ground_rent_inpounds,rent_yearly_inpounds,years_purchase
3,BALHAM NEW ROAD,BALHAM,Wandswo,Greater London,INNER,Greater London,1913,LEASEHOLD,13,70,2.7,,
179,BEDFORD HILL,BALHAM,Wandswo,Greater London,INNER,Greater London,1913,LEASEHOLD,63,120,31.5,,
56,"CATHLES ROAD, BALHAM HILL",BALHAM,Wandswo,Greater London,INNER,Greater London,1913,LEASEHOLD,78,240,6.5,29,8.275862069
26,CORNFORD GROVE,BALHAM,Wandswo,Greater London,INNER,Greater London,1913,LEASEHOLD,62,235,8,42,5.595238095
78,CULVERDEN ROAD,BALHAM,Wandswo,Greater London,INNER,Greater London,1913,LEASEHOLD,63,285,13.5,45,6.333333333
55,"DAGNAN ROAD, BALHAM HILL",BALHAM,Wandswo,Greater London,INNER,Greater London,1913,LEASEHOLD,78,200,6.5,32,6.25
68,ENDLESHAM ROAD,BALHAM,Wandswo,Greater London,INNER,Greater London,1913,FREEHOLD,999,700,,55,12.72727273
87,ENDLESHAM ROAD,BALHAM,Wandswo,Greater London,INNER,Greater London,1913,LEASEHOLD,60,248,6.25,34,7.294117647
89,FERNLEA ROAD,BALHAM,Wandswo,Greater London,INNER,Greater London,1913,LEASEHOLD,60,210,6.3,32,6.5625
57,FOXBOURNE ROAD,BALHAM,Wandswo,Greater London,INNER,Greater London,1913,LEASEHOLD,77,245,6.5,36,6.805555556
17,KATE STREET,BALHAM,Wandswo,Greater London,INNER,Greater London,1913,LEASEHOLD,21,95,3,26,3.653846154
6,NIGHTINGALE LANE,BALHAM,Wandswo,Greater London,INNER,Greater London,1913,LEASEHOLD,81,365,6.5,38,9.605263158
62,NIGHTINGALE LANE,BALHAM,Wandswo,Greater London,INNER,Greater London,1913,LEASEHOLD,64,530,30,100,5.3
167,RAMSDEN ROAD,BALHAM,Wandswo,Greater London,INNER,Greater London,1913,FREEHOLD,999,430,,45,9.555555556
62,ROSSITER ROAD,BALHAM,Wandswo,Greater London,INNER,Greater London,1913,LEASEHOLD,60,185,9,36,5.138888889
72,ROSSITER ROAD,BALHAM,Wandswo,Greater London,INNER,Greater London,1913,LEASEHOLD,60,180,10.5,,
45,ROWFANT ROAD,BALHAM,Wandswo,Greater London,INNER,Greater London,1913,FREEHOLD,999,600,,,
23,BELHAM NEW ROAD,BALHAM,Wandswo,Greater London,INNER,Greater London,1914,LEASEHOLD,12,50,4.5,28.6,1.748251748
124,BEDFORD HILL,BALHAM,Wandswo,Greater London,INNER,Greater London,1914,LEASEHOLD,60,215,15,,
14,DORNTON ROAD,BALHAM,Wandswo,Greater London,INNER,Greater London,1914,LEASEHOLD,59,290,7.5,36,8.055555556
32,FERNLEA ROAD,BALHAM,Wandswo,Greater London,INNER,Greater London,1914,LEASEHOLD,51,185,7.5,46.8,3.952991453
35,FERNSIDE ROAD,BALHAM,Wandswo,Greater London,INNER,Greater London,1914,LEASEHOLD,84,270,7,32,8.4375
22,HAZELBOURNE ROAD (MAISONETTES),BALHAM,Wandswo,Greater London,INNER,Greater London,1914,LEASEHOLD,84,340,7.5,57.2,5.944055944
13,KATE STREET,BALHAM,Wandswo,Greater London,INNER,Greater London,1914,LEASEHOLD,21,120,4,36.4,3.296703297
24,RAVENSWOOD ROAD,BALHAM,Wandswo,Greater London,INNER,Greater London,1914,FREEHOLD,999,375,,35,10.71428571
132,THURLEIGH ROAD,BALHAM,Wandswo,Greater London,INNER,Greater London,1914,LEASEHOLD,90,585,10.5,,
10,ZENNOR ROAD,BALHAM,Wandswo,Greater London,INNER,Greater London,1914,LEASEHOLD,51,100,5,32.5,3.076923077
113,BALLS POND ROAD,BALLS POND,Hackney,Greater London,INNER,Greater London,1895,LEASEHOLD,8,75,4,28,2.678571429
129,BALLS POND ROAD,BALLS POND,Hackney,Greater London,INNER,Greater London,1895,FREEHOLD,999,540,,,
229,BALLS POND ROAD,BALLS POND,Hackney,Greater London,INNER,Greater London,1895,FREEHOLD,999,470,,45,10.44444444
41,NORFOLK ROAD,BALLS POND,Hackney,Greater London,INNER,Greater London,1895,LEASEHOLD,64,345,5,36,9.583333333
1,BISHOP'S GROVE,BALLS POND,Hackney,Greater London,INNER,Greater London,1897,LEASEHOLD,65,210,4.2,31.2,6.730769231
11,CANTERBURY ROAD,BALLS POND,Hackney,Greater London,INNER,Greater London,1898,LEASEHOLD,53,265,,28,9.464285714
52,KINGSBURY ROAD,BALLS POND,Hackney,Greater London,INNER,Greater London,1898,LEASEHOLD,53,310,,32,9.6875
68,KINGSBURY ROAD,BALLS POND,Hackney,Greater London,INNER,Greater London,1898,FREEHOLD,999,385,,26,14.80769231
25,WALL STREET,BALLS POND,Hackney,Greater London,INNER,Greater London,1898,LEASEHOLD,30,220,4,31.2,7.051282051
29,BAXTER ROAD,BALLS POND,Hackney,Greater London,INNER,Greater London,1899,LEASEHOLD,60,320,5.25,35,9.142857143
4,CANTERBURY ROAD,BALLS POND,Hackney,Greater London,INNER,Greater London,1902,LEASEHOLD,49,335,3.5,30,11.16666667
46,KINGSBURY ROAD,BALLS POND,Hackney,Greater London,INNER,Greater London,1905,LEASEHOLD,46,275,4,32,8.59375
15,HAWTHORN STREET,BALLS POND,Hackney,Greater London,INNER,Greater London,1906,LEASEHOLD,47,140,4.2,36.4,3.846153846
147,BALLS POND ROAD,BALLS POND,Hackney,Greater London,INNER,Greater London,1907,FREEHOLD,999,550,,36,15.27777778
48,CANTERBURY ROAD,BALLS POND,Hackney,Greater London,INNER,Greater London,1907,LEASEHOLD,45,240,,3.75,64
